shelter_name,shelter_id,bundesland,bez,gen,monthyear,Aufnahme möglich für Frauen mit bis zu einem Kind,Aufnahme möglich für Frauen mit mehreren Kindern,Aufnahme möglich ohne detaillierte Angabe,Keine Aufnahme möglich,Platz für Frauen ohne Kinder,keine Angabe
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,Thüringen,Landkreis,Eichsfeld,2022-04,0.0,0.0,0.0,0.0,0.0,1.0
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,Thüringen,Landkreis,Eichsfeld,2022-05,0.0,0.0,0.0,0.0,0.0,1.0
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,Thüringen,Landkreis,Eichsfeld,2022-06,0.0,0.0,0.0,0.0,0.0,1.0
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,Thüringen,Landkreis,Eichsfeld,2022-07,0.0,0.0,0.0,0.0,0.0,1.0
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,Thüringen,Landkreis,Eichsfeld,2022-08,0.0,0.0,0.0,0.0,0.0,1.0
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,Thüringen,Landkreis,Eichsfeld,2022-09,0.0,0.0,0.0,0.0,0.0,1.0
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,Thüringen,Landkreis,Eichsfeld,2022-10,0.0,0.0,0.0,0.0,0.0,1.0
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,Thüringen,Landkreis,Eichsfeld,2022-11,0.0,0.0,0.0,0.0,0.0,1.0
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,Thüringen,Landkreis,Eichsfeld,2022-12,0.0,0.0,0.0,0.0,0.0,1.0
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,Thüringen,Landkreis,Eichsfeld,2023-01,0.0,0.0,0.0,0.0,0.0,1.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2021-12,0.0,0.0,0.0,1.0,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-01,0.0,0.0,0.0,1.0,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-02,0.0,0.0,0.35714285714285715,0.6428571428571429,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-03,0.0,0.0,0.4838709677419355,0.5161290322580645,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-04,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-05,0.0,0.0,0.0,1.0,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-06,0.0,0.0,0.0,1.0,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-07,0.0,0.0,0.0,1.0,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-08,0.0,0.0,0.06451612903225806,0.9354838709677419,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-09,0.0,0.0,0.5,0.5,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-10,0.0,0.0,0.0,1.0,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-11,0.0,0.0,0.1,0.9,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
DRk Frauenschutzhaus Burg,2307,Sachsen-Anhalt,Landkreis,Jerichower Land,2023-01,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2021-12,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-01,0.0,0.1935483870967742,0.03225806451612903,0.7741935483870968,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-02,0.0,0.21428571428571427,0.0,0.7857142857142857,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-03,0.0,0.12903225806451613,0.0,0.8709677419354839,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-04,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-05,0.0,0.0,0.06451612903225806,0.9354838709677419,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-06,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-07,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-08,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-09,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-10,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-11,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus,2339,Hessen,Landkreis,Darmstadt-Dieburg,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2021-12,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-01,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-02,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-03,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-04,0.0,0.23333333333333334,0.0,0.7666666666666667,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-05,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-06,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-07,0.03225806451612903,0.0,0.0,0.967741935483871,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-08,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-09,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-10,0.0,0.03225806451612903,0.0,0.967741935483871,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-11,0.03333333333333333,0.0,0.0,0.9666666666666667,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
Frauen - und Kinderschutzhaus Filder,2080,Baden-Württemberg,Landkreis,Esslingen,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2021-12,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-01,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-02,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-03,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-04,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-05,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-06,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-07,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-08,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-09,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-10,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-11,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2022-12,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,Baden-Württemberg,Landkreis,Schwarzwald-Baar-Kreis,2023-01,0.0,0.0,0.0,0.0,0.0,1.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2021-12,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-01,0.0,0.0,0.06451612903225806,0.8387096774193549,0.0967741935483871,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-02,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-03,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-04,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-05,0.0,0.0,0.12903225806451613,0.8709677419354839,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-06,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-07,0.03225806451612903,0.0,0.0,0.967741935483871,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-08,0.03225806451612903,0.0,0.0,0.967741935483871,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-09,0.0,0.03333333333333333,0.0,0.9666666666666667,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-10,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-11,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2022-12,0.0,0.03225806451612903,0.0,0.967741935483871,0.0,0.0
Frauen helfen Frauen e.V.,2153,Nordrhein-Westfalen,Kreisfreie Stadt,Wuppertal,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2021-12,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-01,0.0,0.25806451612903225,0.0,0.7419354838709677,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-02,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-03,0.0,0.22580645161290322,0.3225806451612903,0.45161290322580644,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-04,0.1,0.1,0.1,0.5333333333333333,0.16666666666666666,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-05,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-06,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-07,0.12903225806451613,0.03225806451612903,0.0,0.8387096774193549,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-08,0.12903225806451613,0.03225806451612903,0.0,0.8387096774193549,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-09,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-10,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-11,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2022-12,0.0,0.41935483870967744,0.0,0.5806451612903226,0.0,0.0
Frauen helfen Frauen e.V.,2275,Bayern,Landkreis,Bad Tölz-Wolfratshausen,2023-01,0.0,1.0,0.0,0.0,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2021-12,0.07692307692307693,0.0,0.07692307692307693,0.8461538461538461,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-01,0.0,0.0,0.3225806451612903,0.6774193548387096,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-02,0.03571428571428571,0.0,0.25,0.7142857142857143,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-03,0.06451612903225806,0.0,0.41935483870967744,0.4838709677419355,0.03225806451612903,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-04,0.03333333333333333,0.0,0.03333333333333333,0.9,0.03333333333333333,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-05,0.0967741935483871,0.0,0.03225806451612903,0.8709677419354839,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-06,0.03333333333333333,0.0,0.03333333333333333,0.9333333333333333,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-07,0.0,0.0,0.0967741935483871,0.9032258064516129,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-08,0.0,0.0,0.0967741935483871,0.9032258064516129,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-09,0.06666666666666667,0.06666666666666667,0.1,0.7666666666666667,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-10,0.06451612903225806,0.0,0.0,0.9354838709677419,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-11,0.0,0.0,0.03333333333333333,0.9666666666666667,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2022-12,0.0,0.12903225806451613,0.0,0.8709677419354839,0.0,0.0
Frauen helfen Frauen e.V. Dinslaken,2145,Nordrhein-Westfalen,Kreis,Wesel,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2021-12,0.23076923076923078,0.6923076923076923,0.0,0.07692307692307693,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-01,0.0,0.3548387096774194,0.0,0.6451612903225806,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-02,0.0,0.0,0.0,0.8214285714285714,0.17857142857142858,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-03,0.0,0.06451612903225806,0.0,0.9354838709677419,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-04,0.0,0.3,0.0,0.7,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-05,0.0,0.06451612903225806,0.0,0.9354838709677419,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-06,0.0,0.13333333333333333,0.0,0.8,0.06666666666666667,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-07,0.0,0.2903225806451613,0.0,0.7096774193548387,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-08,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-09,0.0,0.2,0.0,0.8,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-10,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-11,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
Frauen helfen Frauen e.V. Heidelberg,2152,Baden-Württemberg,Stadtkreis,Heidelberg,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2021-12,0.0,0.0,0.0,1.0,0.0,0.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-01,0.0,0.0,0.0,1.0,0.0,0.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-02,0.0,0.0,0.0,1.0,0.0,0.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-03,0.0,0.0,0.0,1.0,0.0,0.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-04,0.0,0.0,0.0,1.0,0.0,0.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-05,0.0,0.0,0.12903225806451613,0.8709677419354839,0.0,0.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-06,0.0,0.0,0.0,1.0,0.0,0.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-07,0.0,0.0,0.0,1.0,0.0,0.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-08,0.0,0.0,0.16129032258064516,0.12903225806451613,0.0,0.7096774193548387
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-09,0.0,0.0,0.0,0.0,0.0,1.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-10,0.0,0.0,0.0,0.0,0.0,1.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-11,0.0,0.0,0.0,0.8,0.0,0.2
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
Frauen in Not-Frauenhaus,2061,Mecklenburg-Vorpommern,Kreisfreie Stadt,Schwerin,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2022-03,0.0,0.0,0.22727272727272727,0.7727272727272727,0.0,0.0
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2022-04,0.0,0.03333333333333333,0.0,0.9666666666666667,0.0,0.0
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2022-05,0.0,0.03225806451612903,0.0,0.967741935483871,0.0,0.0
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2022-06,0.0,0.03333333333333333,0.0,0.9666666666666667,0.0,0.0
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2022-07,0.0,0.25806451612903225,0.0,0.22580645161290322,0.0,0.5161290322580645
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2022-08,0.0,0.0967741935483871,0.0,0.9032258064516129,0.0,0.0
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2022-09,0.0,0.03333333333333333,0.0,0.9666666666666667,0.0,0.0
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2022-10,0.0,0.45161290322580644,0.0,0.16129032258064516,0.0,0.3870967741935484
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2022-11,0.0,0.1,0.2,0.6666666666666666,0.0,0.03333333333333333
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,Baden-Württemberg,Stadtkreis,Baden-Baden,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2021-12,0.0,0.15384615384615385,0.0,0.8461538461538461,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-01,0.0,0.06451612903225806,0.0,0.9354838709677419,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-02,0.0,0.07142857142857142,0.0,0.9285714285714286,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-03,0.0,0.0,0.0,1.0,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-04,0.0,0.0,0.0,1.0,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-05,0.0,0.1935483870967742,0.0,0.8064516129032258,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-06,0.0,0.03333333333333333,0.0,0.9666666666666667,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-07,0.0,0.06451612903225806,0.0,0.9354838709677419,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-08,0.0,0.0,0.0,1.0,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-09,0.0,0.0,0.0,1.0,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-10,0.0,0.0,0.0,1.0,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-11,0.0,0.0,0.0,1.0,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
Frauen- und Kinderhaus Offenbach,2077,Hessen,Kreisfreie Stadt,Offenbach am Main,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
Frauen- und Kinderhaus Salzwedel,2251,Sachsen-Anhalt,Landkreis,Altmarkkreis Salzwedel,2021-12,0.0,0.0,0.0,0.0,0.0,1.0
Frauen- und Kinderhaus Salzwedel,2251,Sachsen-Anhalt,Landkreis,Altmarkkreis Salzwedel,2022-01,0.0,0.0,0.0,0.0,0.0,1.0
Frauen- und Kinderhaus Salzwedel,2251,Sachsen-Anhalt,Landkreis,Altmarkkreis Salzwedel,2022-02,0.0,0.0,0.0,0.0,0.0,1.0
