shelter_name,shelter_id,bundesland,bez,gen,monthyear,Aufnahme möglich für Frauen mit bis zu einem Kind,Aufnahme möglich für Frauen mit mehreren Kindern,Aufnahme möglich ohne detaillierte Angabe,Keine Aufnahme möglich,Platz für Frauen ohne Kinder,keine Angabe
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2021-12,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-01,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-02,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-03,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-04,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-05,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-06,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-07,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-08,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-09,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-10,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-11,0.0,0.0,0.0,0.0,0.0,1.0
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2022-12,0.0,0.0,0.22580645161290322,0.0,0.0,0.7741935483870968
1. &amp 3. Hamburger Frauenhaus,2382,Hamburg,Kreisfreie Stadt,Hamburg,2023-01,0.0,0.0,0.0,0.0,0.0,1.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2021-12,0.0,0.0,0.0,1.0,0.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-01,0.0,0.0,0.0,1.0,0.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-02,0.0,0.0,0.0,0.0,1.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-03,0.0,0.0,0.0,0.0,1.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-04,0.0,0.0,0.0,0.0,1.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-05,0.0,0.0,0.0,0.0,1.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-06,0.0,0.0,0.0,0.0,1.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-07,0.0,0.0,0.0,0.0,1.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-08,0.0,0.0,0.0,0.0,1.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-09,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-10,0.0,0.0,0.0,1.0,0.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-11,1.0,0.0,0.0,0.0,0.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2022-12,0.6774193548387096,0.0,0.0,0.3225806451612903,0.0,0.0
1. Autonomes Frauenhaus,2027,Sachsen,Kreisfreie Stadt,Leipzig,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2021-12,0.23076923076923078,0.0,0.0,0.7692307692307693,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-01,0.0967741935483871,0.03225806451612903,0.0,0.8709677419354839,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-02,0.0,0.03571428571428571,0.0,0.9642857142857143,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-03,0.0,0.0,0.0,1.0,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-04,0.0,0.0,0.03333333333333333,0.9666666666666667,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-05,0.0,0.0,0.0,1.0,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-06,0.0,0.0,0.0,1.0,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-07,0.0,0.0,0.0,1.0,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-08,0.0,0.0,0.0,1.0,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-09,0.0,0.0,0.0,1.0,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-10,0.0,0.0,0.0,1.0,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-11,0.0,0.0,0.0,1.0,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
1. Frauenhaus Köln,2140,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2021-12,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-01,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-02,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-03,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-04,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-05,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-06,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-07,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-08,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-09,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-10,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-11,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2022-12,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Berlin,2274,Berlin,Kreisfreie Stadt,Berlin,2023-01,0.0,0.0,0.0,0.0,0.0,1.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2021-12,0.0,0.0,0.0,1.0,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-01,0.0,0.0,0.0,1.0,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-02,0.0,0.0,0.0,1.0,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-03,0.0,0.0,0.0,1.0,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-04,0.0,0.0,0.0,1.0,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-05,0.0,0.0,0.0,1.0,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-06,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-07,0.0,0.03225806451612903,0.0,0.967741935483871,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-08,0.0,0.1935483870967742,0.0,0.8064516129032258,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-09,0.0,0.0,0.0,1.0,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-10,0.0,0.03225806451612903,0.0,0.967741935483871,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-11,0.06666666666666667,0.0,0.0,0.9333333333333333,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
2. Autonomes Frauenhaus Köln,2253,Nordrhein-Westfalen,Kreisfreie Stadt,Köln,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2021-12,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-01,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-02,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-03,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-04,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-05,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-06,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-07,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-08,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-09,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-10,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-11,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2022-12,0.0,0.0,0.0,0.0,0.0,1.0
2. Hamburger Frauenhaus e.V.,2367,Hamburg,Kreisfreie Stadt,Hamburg,2023-01,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2021-12,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-01,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-02,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-03,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-04,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-05,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-06,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-07,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-08,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-09,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-10,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-11,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2022-12,0.0,0.0,0.0,0.0,0.0,1.0
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,Hamburg,Kreisfreie Stadt,Hamburg,2023-01,0.0,0.0,0.0,0.0,0.0,1.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2021-12,1.0,0.0,0.0,0.0,0.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-01,0.2903225806451613,0.7096774193548387,0.0,0.0,0.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-02,0.0,0.9285714285714286,0.0,0.0,0.07142857142857142,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-03,0.0,0.0,0.0,0.0,1.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-04,0.0,0.0,0.0,0.13333333333333333,0.8666666666666667,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-05,0.0,0.0,0.0,1.0,0.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-06,0.0,0.0,0.0,1.0,0.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-07,0.0,0.0,0.0,1.0,0.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-08,0.0,0.7096774193548387,0.0,0.2903225806451613,0.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-09,0.0,0.0,0.0,1.0,0.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-10,0.0,0.0,0.0,1.0,0.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-11,0.0,0.0,0.0,1.0,0.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
4. Frauen*- und Kinderschutzhaus Leipzig,2317,Sachsen,Kreisfreie Stadt,Leipzig,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2021-12,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-01,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-02,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-03,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-04,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-05,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-06,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-07,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-08,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-09,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-10,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-11,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2022-12,0.0,0.0,0.0,0.0,0.0,1.0
6. Autonomes Frauenhaus Hamburg,2381,Hamburg,Kreisfreie Stadt,Hamburg,2023-01,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2021-12,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-01,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-02,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-03,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-04,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-05,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-06,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-07,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-08,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-09,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-10,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-11,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2022-12,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus,2297,Niedersachsen,Landkreis,Region Hannover,2023-01,0.0,0.0,0.0,0.0,0.0,1.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2021-12,0.15384615384615385,0.0,0.0,0.8461538461538461,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-01,0.16129032258064516,0.0,0.0,0.8387096774193549,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-02,0.0,0.0,0.0,1.0,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-03,0.0967741935483871,0.0,0.0,0.9032258064516129,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-04,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-05,0.0,0.5483870967741935,0.0,0.45161290322580644,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-06,0.0,0.0,0.0,1.0,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-07,0.0,0.12903225806451613,0.0,0.8709677419354839,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-08,0.0,0.1935483870967742,0.0,0.8064516129032258,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-09,0.13333333333333333,0.0,0.0,0.8666666666666667,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-10,0.0,0.1935483870967742,0.0,0.8064516129032258,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-11,0.0,0.36666666666666664,0.0,0.6333333333333333,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
AWO Frauenhaus &quotLotte Lemke&quot,2103,Hessen,Landkreis,Hochtaunuskreis,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2021-12,0.0,0.0,0.23076923076923078,0.7692307692307693,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-01,0.0,0.0,0.3225806451612903,0.6774193548387096,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-02,0.0,0.0,0.07142857142857142,0.9285714285714286,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-03,0.0,0.0,0.45161290322580644,0.5483870967741935,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-04,0.0,0.0,0.1,0.9,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-05,0.0,0.0,0.03225806451612903,0.967741935483871,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-06,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-07,0.0,0.0,0.0,1.0,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-08,0.0,0.0,0.0967741935483871,0.9032258064516129,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-09,0.0,0.03333333333333333,0.03333333333333333,0.9,0.03333333333333333,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-10,0.0,0.0,0.0967741935483871,0.2903225806451613,0.6129032258064516,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-11,0.0,0.0,0.0,1.0,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2022-12,0.0,0.0,0.0,1.0,0.0,0.0
AWO Frauenhaus Bielefeld,2118,Nordrhein-Westfalen,Kreisfreie Stadt,Bielefeld,2023-01,0.0,0.0,0.0,1.0,0.0,0.0
AWO Frauenhaus Iserlohn,2232,Nordrhein-Westfalen,Kreis,Märkischer Kreis,2021-12,0.0,1.0,0.0,0.0,0.0,0.0
AWO Frauenhaus Iserlohn,2232,Nordrhein-Westfalen,Kreis,Märkischer Kreis,2022-01,0.0,0.0,0.0,1.0,0.0,0.0
AWO Frauenhaus Iserlohn,2232,Nordrhein-Westfalen,Kreis,Märkischer Kreis,2022-02,0.0,0.0,0.0,1.0,0.0,0.0
AWO Frauenhaus Iserlohn,2232,Nordrhein-Westfalen,Kreis,Märkischer Kreis,2022-03,0.12903225806451613,0.3225806451612903,0.0,0.5483870967741935,0.0,0.0
AWO Frauenhaus Iserlohn,2232,Nordrhein-Westfalen,Kreis,Märkischer Kreis,2022-04,0.03333333333333333,0.3,0.0,0.6666666666666666,0.0,0.0
AWO Frauenhaus Iserlohn,2232,Nordrhein-Westfalen,Kreis,Märkischer Kreis,2022-05,0.0,0.12903225806451613,0.0,0.8709677419354839,0.0,0.0
AWO Frauenhaus Iserlohn,2232,Nordrhein-Westfalen,Kreis,Märkischer Kreis,2022-06,0.03333333333333333,0.03333333333333333,0.0,0.9333333333333333,0.0,0.0
AWO Frauenhaus Iserlohn,2232,Nordrhein-Westfalen,Kreis,Märkischer Kreis,2022-07,0.16129032258064516,0.22580645161290322,0.0,0.6129032258064516,0.0,0.0
