shelter_name,shelter_id,bundesland,bez,gen,latitude,longitude,Aufnahme möglich für Frauen mit bis zu einem Kind,Aufnahme möglich für Frauen mit mehreren Kindern,Aufnahme möglich ohne detaillierte Angabe,Keine Aufnahme möglich,Platz für Frauen ohne Kinder,keine Angabe,einrichtungsart,Gehbehinderung,Hörbehinderung/Taubheit,Sehbehinderung/Blindheit,Suchtmittelabhängigkeit
Frauen- und Kinderschutzhaus Troisdorf,2130,Nordrhein-Westfalen,Kreis,Rhein-Sieg-Kreis,50.813948,7.1508684,0.008605851979345954,0.018072289156626505,0.004302925989672977,0.9655765920826161,0.0034423407917383822,0.0,Frauenhaus,True,False,False,False
Frauen- und Kinderschutzhaus Waldshut,2101,Baden-Württemberg,Landkreis,Waldshut,47.635706238259,8.272258305191,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus des Landkreises Oldenburg,2429,Niedersachsen,Landkreis,Oldenburg,52.903874494874,8.445246410384,0.0,0.0,0.0,0.0,0.0,0.8967297762478486,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus für den Kreis Mettmann,2111,Nordrhein-Westfalen,Kreis,Mettmann,51.255178427612,6.968892885788,0.0051635111876075735,0.004302925989672977,0.039586919104991396,0.9475043029259896,0.0034423407917383822,0.0,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus im Hohenlohekreis,2222,Baden-Württemberg,Landkreis,Hohenlohekreis,49.181288581991,9.637402053841999,0.03356282271944923,0.14629948364888123,0.0,0.8201376936316696,0.0,0.0,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhäuser Münster,2226,Nordrhein-Westfalen,Kreisfreie Stadt,Münster,51.964715367909,7.65173880509,0.076592082616179,0.12478485370051635,0.0189328743545611,0.7779690189328744,0.0017211703958691911,0.0,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzwohnung Vogtlandkreis,2351,Sachsen,Landkreis,Vogtlandkreis,50.50646945,12.404751585779,0.0,0.0,0.0,0.0,0.0,1.0,Schutzwohnung,False,False,False,False
Frauen-und Kinderschutzhaus Aschersleben,2291,Sachsen-Anhalt,Landkreis,Salzlandkreis,51.7559549,11.462134,0.0,0.23752151462994836,0.0,0.7624784853700516,0.0,0.0,Frauenhaus,True,False,False,False
Frauen-und Kinderschutzhaus Schwäbisch Hall,2176,Baden-Württemberg,Landkreis,Schwäbisch Hall,49.112065275931,9.732801718754,0.0,0.08003442340791739,0.0068846815834767644,0.6970740103270223,0.0,0.21600688468158347,Frauenhaus,True,False,False,False
Frauen-und Kinderschutzhaus Tuttlingen,2254,Baden-Württemberg,Landkreis,Tuttlingen,47.978972871,8.814629638902,0.0,0.0034423407917383822,0.04819277108433735,0.9483648881239243,0.0,0.0,Frauenhaus,False,False,False,False
Frauen-und Kinderschutzwohnung &quotZuflucht&quot Lk Görlitz,2338,Sachsen,Landkreis,Görlitz,50.883994699653,14.806442202914,0.0,0.0,0.039586919104991396,0.0,0.0,0.9604130808950087,Schutzwohnung,False,False,False,False
Frauenhaus,2109,Brandenburg,Landkreis,Elbe-Elster,51.628227951142,13.713308618555,0.035283993115318414,0.23752151462994836,0.0,0.7263339070567987,0.0008605851979345956,0.0,Frauenhaus,False,False,False,False
Frauenhaus,2142,Bayern,Kreisfreie Stadt,Bayreuth,49.9425551,11.5744543,0.016351118760757316,0.031841652323580036,0.0,0.9518072289156626,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus,2192,Bayern,Kreisfreie Stadt,Bamberg,49.9006357,10.8997336,0.0,0.0,0.0,0.7469879518072289,0.0,0.25301204819277107,Frauenhaus,False,False,False,False
Frauenhaus,2341,Baden-Württemberg,Stadtkreis,Karlsruhe,49.0068705,8.4034195,0.0,0.0034423407917383822,0.09294320137693632,0.6454388984509466,0.011187607573149742,0.2469879518072289,Frauenhaus,False,False,False,False
Frauenhaus,2401,Niedersachsen,Landkreis,Nienburg (Weser),52.6380924,9.2084155,0.0,0.0,0.0,1.0,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus,2407,Hessen,Landkreis,Groß-Gerau,49.9194456,8.4852426,0.0,0.0,0.0,0.9939759036144579,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus AWO Kreisverband Braunschweig e.V.,2160,Niedersachsen,Kreisfreie Stadt,Braunschweig,52.2646577,10.5236066,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,True,False,False,False
Frauenhaus Ahrweiler,2412,Rheinland-Pfalz,Landkreis,Ahrweiler,50.541523495852,7.120312435242,0.0051635111876075735,0.0,0.04819277108433735,0.8889845094664371,0.04561101549053356,0.0,Frauenhaus,False,False,False,False
Frauenhaus Alb-Donau-Kreis,2314,Baden-Württemberg,Stadtkreis,Ulm,48.401878420682,9.995374632586,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Alsdorf,2244,Nordrhein-Westfalen,Kreis,Städteregion Aachen,50.871672283047,6.208659018565,0.0025817555938037868,0.03614457831325301,0.09294320137693632,0.8364888123924269,0.031841652323580036,0.0,Frauenhaus,False,False,False,False
Frauenhaus Ansbach,2213,Bayern,Kreisfreie Stadt,Ansbach,49.298815058048,10.573480723219,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Arnsberg,2182,Nordrhein-Westfalen,Kreis,Hochsauerlandkreis,51.407732617724,8.051075898828,0.0,0.0025817555938037868,0.050774526678141134,0.8777969018932874,0.06884681583476764,0.0,Frauenhaus,False,False,False,False
Frauenhaus Augsburg,2243,Bayern,Kreisfreie Stadt,Augsburg,48.3668041,10.8986971,0.0,0.008605851979345954,0.0,0.1153184165232358,0.0,0.8752151462994836,Frauenhaus,False,True,False,False
Frauenhaus Bad Hersfeld,2114,Hessen,Landkreis,Hersfeld-Rotenburg,50.869468708997,9.714945143903,0.0,0.0,0.008605851979345954,0.9569707401032702,0.03442340791738382,0.0,Frauenhaus,False,False,False,False
Frauenhaus Bad Kreuznach,2053,Rheinland-Pfalz,Landkreis,Bad Kreuznach,49.8428494,7.8667379,0.0,0.012908777969018933,0.04388984509466437,0.9216867469879518,0.021514629948364887,0.0,Frauenhaus,False,False,False,False
Frauenhaus Bergisch Gladbach,2067,Nordrhein-Westfalen,Kreis,Rheinisch-Bergischer Kreis,50.992223921021,7.153430002869,0.0008605851979345956,0.0,0.07142857142857142,0.9199655765920827,0.00774526678141136,0.0,Frauenhaus,False,False,False,False
Frauenhaus Bergstraße,2043,Hessen,Landkreis,Bergstraße,49.688967095718,8.617601744187,0.0017211703958691911,0.031841652323580036,0.0,0.9432013769363167,0.02323580034423408,0.0,Frauenhaus,False,False,False,False
Frauenhaus Bitterfeld-Wolfen,2295,Sachsen-Anhalt,Landkreis,Anhalt-Bitterfeld,51.641033099699,12.307324408998,0.016351118760757316,0.37607573149741824,0.0,0.6075731497418244,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Bocholt,2240,Nordrhein-Westfalen,Kreis,Borken,51.851967818808,6.587526413286,0.010327022375215147,0.14974182444061962,0.0,0.8399311531841652,0.0,0.0,Frauenhaus,True,False,False,False
Frauenhaus Bochum,2283,Nordrhein-Westfalen,Kreisfreie Stadt,Bochum,51.4818111,7.2196635,0.018072289156626505,0.025817555938037865,0.0,0.9345955249569707,0.021514629948364887,0.0,Frauenhaus,False,False,False,False
Frauenhaus Bonn - Frauen helfen Frauen e.V.,2167,Nordrhein-Westfalen,Kreisfreie Stadt,Bonn,50.729451611876,7.083363726367,0.0,0.0068846815834767644,0.0,0.9913941480206541,0.0017211703958691911,0.0,Frauenhaus,False,False,False,False
Frauenhaus Bremerhaven,2369,Bremen,Kreisfreie Stadt,Bremerhaven,53.529776471842,8.622328260819,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Burghausen,2252,Bayern,Landkreis,Altötting,48.170001152799,12.82481067792,0.0,0.0,0.06798623063683305,0.6290877796901894,0.0,0.3029259896729776,Frauenhaus,False,False,False,False
Frauenhaus Chemnitz,2099,Sachsen,Kreisfreie Stadt,Chemnitz,50.832365999642,12.920172846924,0.0,0.0,0.18158347676419967,0.0,0.0,0.8184165232358004,Frauenhaus,True,False,False,False
Frauenhaus Coburg,2224,Bayern,Kreisfreie Stadt,Coburg,50.257505531706,10.961128141975,0.0,0.0,0.12478485370051635,0.8743545611015491,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Dachau,2246,Bayern,Landkreis,Dachau,48.259621637411,11.448716677201,0.035283993115318414,0.0,0.0,0.0,0.0,0.963855421686747,Frauenhaus,False,False,False,False
Frauenhaus Darmstadt,2070,Hessen,Kreisfreie Stadt,Darmstadt,49.885947405614,8.654001172839,0.006024096385542169,0.01549053356282272,0.031841652323580036,0.9466437177280551,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Datteln,2169,Nordrhein-Westfalen,Kreis,Recklinghausen,51.651767115463,7.328764232949,0.0,0.0,0.1514629948364888,0.8485370051635112,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Dessau-Roßlau,2304,Sachsen-Anhalt,Kreisfreie Stadt,Dessau-Roßlau,51.8311104,12.2429261,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Diakonisches Werk Hamburg,2366,Hamburg,Kreisfreie Stadt,Hamburg,53.596621886976,10.018615715002,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Dithmarschen,2395,Schleswig-Holstein,Kreis,Dithmarschen,54.193570221951,9.100838263545,0.0,0.04991394148020654,0.0,0.5172117039586919,0.0,0.43287435456110157,Frauenhaus,False,False,False,False
Frauenhaus Donnersbergkreis,2221,Rheinland-Pfalz,Landkreis,Donnersbergkreis,49.6669591,7.9801167,0.020654044750430294,0.03700516351118761,0.0,0.9423407917383821,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Duisburg gGmbH,2203,Nordrhein-Westfalen,Kreisfreie Stadt,Duisburg,51.434999,6.759562,0.00774526678141136,0.028399311531841654,0.04130808950086059,0.8950086058519794,0.027538726333907058,0.0,Frauenhaus,False,True,False,False
Frauenhaus Düsseldorf,2419,Nordrhein-Westfalen,Kreisfreie Stadt,Düsseldorf,51.2418056,6.8082556,0.0,0.0,0.019793459552495698,0.9500860585197934,0.0008605851979345956,0.0,Frauenhaus,False,False,False,False
Frauenhaus EN,2073,Nordrhein-Westfalen,Kreis,Ennepe-Ruhr-Kreis,51.4438167,7.3417483,0.0025817555938037868,0.03270223752151463,0.0,0.9612736660929432,0.0034423407917383822,0.0,Frauenhaus,False,False,False,False
Frauenhaus Eisenach,2105,Thüringen,Kreisfreie Stadt,Eisenach,50.990688888944,10.304182716389,0.0,0.0,0.3373493975903614,0.2314974182444062,0.0,0.43115318416523235,Frauenhaus,False,False,False,False
Frauenhaus Emden,2088,Niedersachsen,Kreisfreie Stadt,Emden,53.366076745762,7.207059748026,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Erbach,2261,Hessen,Landkreis,Odenwaldkreis,49.653690533425,8.995164437466,0.0,0.013769363166953529,0.012908777969018933,0.9733218588640276,0.0,0.0,Frauenhaus,True,False,False,False
Frauenhaus Erding,2362,Bayern,Landkreis,Erding,48.304271224419,11.90594429271,0.012908777969018933,0.24440619621342513,0.0189328743545611,0.648881239242685,0.07487091222030981,0.0,Frauenhaus,False,True,False,False
Frauenhaus Erfurt,2149,Thüringen,Kreisfreie Stadt,Erfurt,50.97579155,11.020273533775,0.0,0.0,0.055077452667814115,0.9449225473321858,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Espelkamp,2184,Nordrhein-Westfalen,Kreis,Minden-Lübbecke,52.375750324544,8.632890486707,0.0017211703958691911,0.11703958691910499,0.22375215146299485,0.5240963855421686,0.1333907056798623,0.0,Frauenhaus,True,False,False,False
Frauenhaus Essen,2143,Nordrhein-Westfalen,Kreisfreie Stadt,Essen,51.438379602305,7.009099068551,0.0051635111876075735,0.00774526678141136,0.0,0.9862306368330465,0.0008605851979345956,0.0,Frauenhaus,True,True,False,False
Frauenhaus Esslingen,2065,Baden-Württemberg,Landkreis,Esslingen,48.741421196937,9.310220283594,0.013769363166953529,0.06712564543889846,0.0,0.9182444061962134,0.0008605851979345956,0.0,Frauenhaus,False,False,False,False
Frauenhaus FFB,2116,Bayern,Landkreis,Fürstenfeldbruck,48.1717756,11.2623294,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,True,False,False,False
Frauenhaus Flensburg,2255,Schleswig-Holstein,Kreisfreie Stadt,Flensburg,54.79485029629,9.423378659978,0.0025817555938037868,0.0008605851979345956,0.0,0.9965576592082617,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Frankenthal,2123,Rheinland-Pfalz,Kreisfreie Stadt,Frankenthal (Pfalz),49.5377072,8.3560768,0.0,0.006024096385542169,0.0,0.9905335628227194,0.0034423407917383822,0.0,Frauenhaus,True,False,False,False
Frauenhaus Frankfurt (Oder),2248,Brandenburg,Kreisfreie Stadt,Frankfurt (Oder),52.343312285202,14.546619410747,0.07487091222030981,0.0,0.0,0.9251290877796902,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Freising,2422,Bayern,Landkreis,Freising,48.399763713312,11.735230175261,0.039586919104991396,0.0,0.01549053356282272,0.18760757314974183,0.0,0.6910499139414802,Frauenhaus,False,False,False,False
Frauenhaus Freudenstadt,2215,Baden-Württemberg,Landkreis,Freudenstadt,48.473534333796,8.420503660913,0.0,0.012908777969018933,0.02323580034423408,0.9328743545611016,0.0,0.03098106712564544,Frauenhaus,False,False,False,False
Frauenhaus Fulda,2294,Hessen,Landkreis,Fulda,50.555220369978,9.649742916617,0.0,0.0025817555938037868,0.0008605851979345956,0.995697074010327,0.0008605851979345956,0.0,Frauenhaus,False,False,False,False
Frauenhaus Fürstenwalde,2388,Brandenburg,Landkreis,Oder-Spree,52.358683193219,14.065068707361,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Fürth,2301,Bayern,Kreisfreie Stadt,Fürth,49.4668322,10.9852942,0.0,0.00946643717728055,0.0,0.9793459552495697,0.011187607573149742,0.0,Frauenhaus,False,False,False,False
Frauenhaus Gelsenkirchen,2112,Nordrhein-Westfalen,Kreisfreie Stadt,Gelsenkirchen,51.540968835085,7.111938609989,0.0,0.0008605851979345956,0.04130808950086059,0.9578313253012049,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Gera,2421,Thüringen,Kreisfreie Stadt,Gera,50.8772301,12.0796208,0.0,0.0,0.0,0.0,0.0,0.9698795180722891,Frauenhaus,False,False,False,False
Frauenhaus Gotha,2026,Thüringen,Landkreis,Gotha,50.943234424969,10.717486357956,0.0,0.21944922547332185,0.0,0.6746987951807228,0.0,0.10585197934595525,Frauenhaus,False,False,False,False
Frauenhaus Greifswald,2146,Mecklenburg-Vorpommern,Landkreis,Vorpommern-Greifswald,54.08939506011,13.379945601414,0.0008605851979345956,0.342512908777969,0.0,0.006024096385542169,0.1901893287435456,0.4604130808950086,Frauenhaus,False,False,False,False
Frauenhaus Gütersloh,2267,Nordrhein-Westfalen,Kreis,Gütersloh,51.9063997,8.3782078,0.0,0.0,0.04991394148020654,0.9500860585197934,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Hagar,2155,Bayern,Kreisfreie Stadt,Nürnberg,49.454987367495,11.078057924511,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Hameln e.V.,2113,Niedersachsen,Landkreis,Hameln-Pyrmont,52.105920892881,9.364572592101,0.011187607573149742,0.06368330464716007,0.10327022375215146,0.8218588640275387,0.0,0.0,Frauenhaus,True,False,False,False
Frauenhaus Hamm,2171,Nordrhein-Westfalen,Kreisfreie Stadt,Hamm,51.6697042432,7.831726274505,0.00774526678141136,0.1566265060240964,0.05163511187607573,0.7762478485370051,0.00774526678141136,0.0,Frauenhaus,False,False,False,False
Frauenhaus Hanau,2055,Hessen,Landkreis,Main-Kinzig-Kreis,50.121842157395,8.93035691488,0.011187607573149742,0.00946643717728055,0.0017211703958691911,0.9767641996557659,0.0008605851979345956,0.0,Frauenhaus,False,False,False,False
Frauenhaus Hannover - Frauen helfen Frauen e.V.,2013,Niedersachsen,Landkreis,Region Hannover,52.377210097868,9.745326084829,0.0,0.03356282271944923,0.0,0.9664371772805508,0.0,0.0,Frauenhaus,True,False,False,False
Frauenhaus Hartengrube,2284,Schleswig-Holstein,Kreisfreie Stadt,Lübeck,53.861924849136,10.683346452091,0.0,0.0008605851979345956,0.0,0.9991394148020654,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Herford,2033,Nordrhein-Westfalen,Kreis,Herford,52.1196393,8.6637749,0.0051635111876075735,0.0025817555938037868,0.013769363166953529,0.963855421686747,0.014629948364888123,0.0,Frauenhaus,False,False,False,False
Frauenhaus Herne,2032,Nordrhein-Westfalen,Kreisfreie Stadt,Herne,51.5435523,7.2176455,0.02667814113597246,0.022375215146299483,0.020654044750430294,0.9208261617900172,0.00946643717728055,0.0,Frauenhaus,True,False,False,False
Frauenhaus Herten,2157,Nordrhein-Westfalen,Kreisfreie Stadt,Gelsenkirchen,51.572645954604,7.131574084656,0.0,0.0,0.1566265060240964,0.8433734939759037,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Hildesheim e.V.,2194,Niedersachsen,Landkreis,Hildesheim,52.152522919656,9.950775478638,0.12134251290877797,0.16609294320137694,0.0,0.6962134251290878,0.016351118760757316,0.0,Frauenhaus,True,False,False,False
Frauenhaus Hochfranken,2119,Bayern,Landkreis,Wunsiedel i. Fichtelgebirge,50.162945060814,12.134807622047,0.0,0.0,0.806368330464716,0.18502581755593803,0.008605851979345954,0.0,Frauenhaus,False,False,False,False
Frauenhaus Idar-Oberstein,2183,Rheinland-Pfalz,Landkreis,Birkenfeld,49.699458006547,7.321442009631,0.12650602409638553,0.022375215146299483,0.011187607573149742,0.8399311531841652,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Kassel,2165,Hessen,Kreisfreie Stadt,Kassel,51.273161334306,9.466445816736,0.0,0.0,0.05335628227194492,0.9466437177280551,0.0,0.0,Frauenhaus,True,True,False,False
Frauenhaus Kirchheim,2173,Baden-Württemberg,Landkreis,Esslingen,48.645195802054,9.452899259968,0.0025817555938037868,0.09380378657487091,0.0,0.9036144578313253,0.0,0.0,Frauenhaus,True,False,False,False
Frauenhaus Koblenz,2413,Rheinland-Pfalz,Kreisfreie Stadt,Koblenz,50.350559513859,7.592017311078,0.0017211703958691911,0.0,0.0025817555938037868,0.9810671256454389,0.0025817555938037868,0.0,Frauenhaus,False,False,False,False
Frauenhaus Köthen,2161,Sachsen-Anhalt,Landkreis,Anhalt-Bitterfeld,51.75046975,11.988520313845,0.0,0.02323580034423408,0.0981067125645439,0.01721170395869191,0.0,0.8614457831325302,Frauenhaus,False,False,False,False
Frauenhaus Landau,2332,Rheinland-Pfalz,Kreisfreie Stadt,Landau in der Pfalz,49.19988782812,8.113401055813,0.0,0.018072289156626505,0.03614457831325301,0.9457831325301205,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Lauchhammer,2346,Brandenburg,Landkreis,Oberspreewald-Lausitz,51.4957085,13.7605753,0.2882960413080895,0.4827882960413081,0.0,0.012908777969018933,0.0,0.21600688468158347,Frauenhaus,False,False,False,False
Frauenhaus Lila Villa e.V.,2409,Rheinland-Pfalz,Landkreis,Bad Dürkheim,49.4612447,8.1705981,0.03700516351118761,0.016351118760757316,0.0,0.9345955249569707,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Lippe,2238,Nordrhein-Westfalen,Kreis,Lippe,51.938132853507,8.87196878474,0.06110154905335628,0.039586919104991396,0.021514629948364887,0.8605851979345955,0.01721170395869191,0.0,Frauenhaus,False,False,False,False
Frauenhaus Ludwigsburg,2223,Baden-Württemberg,Landkreis,Ludwigsburg,48.905138982478,9.175657488432,0.11703958691910499,0.06196213425129088,0.0,0.8184165232358004,0.0025817555938037868,0.0,Frauenhaus,True,True,True,False
Frauenhaus Ludwigshafen,2415,Rheinland-Pfalz,Kreisfreie Stadt,Ludwigshafen am Rhein,49.479714236326,8.449962862506,0.0,0.0025817555938037868,0.0,0.9733218588640276,0.0,0.012048192771084338,Frauenhaus,False,False,False,False
Frauenhaus Lüchow,2371,Niedersachsen,Landkreis,Lüchow-Dannenberg,52.969714748761,11.15518272981,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Mainz,2411,Rheinland-Pfalz,Kreisfreie Stadt,Mainz,49.986824590308,8.271431806591,0.0034423407917383822,0.0,0.0,0.9845094664371773,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Mayen-Koblenz,2426,Rheinland-Pfalz,Landkreis,Mayen-Koblenz,50.325712347282,7.2284572929,0.0008605851979345956,0.006024096385542169,0.07228915662650602,0.7934595524956971,0.027538726333907058,0.0,Frauenhaus,True,False,True,False
Frauenhaus Meiningen,2057,Thüringen,Landkreis,Schmalkalden-Meiningen,50.565930470512,10.408470644478,0.0,0.0,0.2874354561101549,0.4053356282271945,0.0,0.3072289156626506,Frauenhaus,False,False,False,False
Frauenhaus Mönchengladbach,2337,Nordrhein-Westfalen,Kreisfreie Stadt,Mönchengladbach,51.201782299521,6.421618467145,0.010327022375215147,0.0034423407917383822,0.04044750430292599,0.9457831325301205,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus München,2387,Bayern,Kreisfreie Stadt,München,48.1371079,11.5753822,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Neunkirchen,2010,Saarland,Landkreis,Neunkirchen,49.37167025,7.207534594691,0.0,0.010327022375215147,0.2943201376936317,0.6953528399311532,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Neuruppin,2340,Brandenburg,Landkreis,Ostprignitz-Ruppin,52.920470743076,12.805888514342,0.0,0.0,0.0,0.0,0.0,0.9939759036144579,Frauenhaus,False,False,True,False
Frauenhaus Neustadt,2201,Rheinland-Pfalz,Kreisfreie Stadt,Neustadt an der Weinstraße,49.349491832835,8.141965744074,0.0,0.008605851979345954,0.0,0.9793459552495697,0.012048192771084338,0.0,Frauenhaus,False,False,False,False
Frauenhaus Norderstedt,2303,Schleswig-Holstein,Kreis,Segeberg,53.7089898,9.9891914,0.0,0.04216867469879518,0.00946643717728055,0.5275387263339071,0.008605851979345954,0.41222030981067126,Frauenhaus,True,False,False,False
Frauenhaus Nürnberg,2147,Bayern,Kreisfreie Stadt,Nürnberg,49.454987367495,11.078057924511,0.03356282271944923,0.12134251290877797,0.0,0.8356282271944923,0.00946643717728055,0.0,Frauenhaus,False,False,False,False
Frauenhaus Oberhausen,2134,Nordrhein-Westfalen,Kreisfreie Stadt,Oberhausen,51.466433645076,6.858153386625,0.0,0.0,0.0,1.0,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Oberursel,2214,Hessen,Landkreis,Hochtaunuskreis,50.203012037124,8.578525319621999,0.00946643717728055,0.0008605851979345956,0.0387263339070568,0.9259896729776248,0.02495697074010327,0.0,Frauenhaus,True,False,False,False
Frauenhaus Olpe,2047,Nordrhein-Westfalen,Kreis,Olpe,51.030930004953,7.855977750318,0.02667814113597246,0.0,0.12478485370051635,0.8459552495697074,0.0025817555938037868,0.0,Frauenhaus,False,False,False,False
Frauenhaus Ortenau,2235,Baden-Württemberg,Landkreis,Ortenaukreis,48.472922532591,7.96749836209,0.0,0.03442340791738382,0.0,0.0,0.0,0.9655765920826161,Frauenhaus,True,False,False,False
Frauenhaus Ostholstein,2189,Schleswig-Holstein,Kreis,Ostholstein,54.119768481237,10.631741869357,0.0051635111876075735,0.019793459552495698,0.0,0.9225473321858864,0.008605851979345954,0.04388984509466437,Frauenhaus,True,False,False,False
Frauenhaus Paderborn,2023,Nordrhein-Westfalen,Kreis,Paderborn,51.711630197753,8.754784819168,0.0,0.006024096385542169,0.04991394148020654,0.9225473321858864,0.021514629948364887,0.0,Frauenhaus,False,False,False,False
Frauenhaus Passau,2125,Bayern,Kreisfreie Stadt,Passau,48.57363833286,13.451816048151,0.0,0.5223752151462995,0.0017211703958691911,0.0,0.0,0.4750430292598967,Frauenhaus,True,False,False,False
Frauenhaus Pinneberg,2264,Schleswig-Holstein,Kreis,Pinneberg,53.651379970069,9.789546578719,0.0,0.0025817555938037868,0.0,0.9974182444061962,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Pirmasens,2417,Rheinland-Pfalz,Kreisfreie Stadt,Pirmasens,49.206297144295,7.5975454991269995,0.02323580034423408,0.0,0.13941480206540446,0.8089500860585198,0.004302925989672977,0.0,Frauenhaus,False,False,False,False
Frauenhaus Potsdam,2298,Brandenburg,Kreisfreie Stadt,Potsdam,52.401823067332,13.060633141753,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Recklinghausen e.V.,2380,Nordrhein-Westfalen,Kreis,Recklinghausen,51.562289600477,7.197057131299,0.0,0.00774526678141136,0.01549053356282272,0.9767641996557659,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Remscheid,2356,Nordrhein-Westfalen,Kreis,Rheinisch-Bergischer Kreis,51.1463909,7.2148641,0.0034423407917383822,0.0051635111876075735,0.011187607573149742,0.9750430292598967,0.0051635111876075735,0.0,Frauenhaus,True,False,True,False
Frauenhaus Rendsburg gGmbH,2191,Schleswig-Holstein,Kreis,Rendsburg-Eckernförde,54.308288610642,9.658791079076,0.08175559380378658,0.09122203098106713,0.0,0.7641996557659209,0.04819277108433735,0.014629948364888123,Frauenhaus,True,False,False,False
Frauenhaus Reutlingen,2245,Baden-Württemberg,Landkreis,Reutlingen,48.490244306328,9.22265822019,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Rhein - Erftkreis e.V.,2076,Nordrhein-Westfalen,Kreis,Rhein-Erft-Kreis,50.8072763,6.8330117999999995,0.004302925989672977,0.0025817555938037868,0.08003442340791739,0.9130808950086059,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Rheine,2313,Nordrhein-Westfalen,Kreis,Steinfurt,52.275648335048,7.43452908728,0.008605851979345954,0.0,0.09122203098106713,0.8743545611015491,0.025817555938037865,0.0,Frauenhaus,False,False,False,False
Frauenhaus Rodgau,2166,Hessen,Landkreis,Offenbach,50.021737483593,8.882036802864,0.0,0.011187607573149742,0.0,0.9870912220309811,0.0017211703958691911,0.0,Frauenhaus,False,False,False,False
Frauenhaus Rosenheim/Traunstein,2269,Bayern,Kreisfreie Stadt,Rosenheim,47.8571272,12.1181047,0.04130808950086059,0.4242685025817556,0.13769363166953527,0.3958691910499139,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Saarbrücken,2009,Saarland,Landkreis,Regionalverband Saarbrücken,49.234338155586,6.986639524139,0.0,0.0,0.1351118760757315,0.8648881239242685,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Saarlouis,2217,Saarland,Landkreis,Saarlouis,49.319469368893,6.753084518304,0.0,0.0,0.18330464716006883,0.8166953528399311,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Salzgitter,2128,Niedersachsen,Kreisfreie Stadt,Salzgitter,52.159624591925,10.331093344387,0.15060240963855423,0.1962134251290878,0.0,0.03270223752151463,0.021514629948364887,0.5989672977624785,Frauenhaus,False,False,False,False
