shelter_name,monthyear,Aufnahme möglich,keine Angabe,keine Aufnahme möglich,bundesland,kreis
4. Frauen*- und Kinderschutzhaus Leipzig,2022-02,1.0,0.0,0.0,Sachsen,Kreisfreie Stadt Leipzig
AWO Frauen- und Kinderschutzhaus Bodenseekreis,2022-02,0.0,0.0,1.0,Baden-Württemberg,Kreis Bodenseekreis
AWO Frauenhaus &quotLotte Lemke&quot,2022-02,0.0,0.0,1.0,Hessen,Landkreis Hochtaunuskreis
AWO Frauenhaus Bielefeld,2022-02,0.14285714285714285,0.0,0.8571428571428571,Nordrhein-Westfalen,Kreisfreie Stadt Bielefeld
AWO Frauenhaus Iserlohn,2022-02,0.03571428571428571,0.0,0.9642857142857143,Nordrhein-Westfalen,Kreis Märkischer Kreis
AWO Frauenhaus Landshut,2022-02,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Landshut
AWO Frauenhaus Ludwigslust,2022-02,0.0,0.0,1.0,Mecklenburg-Vorpommern,Landkreis Ludwigslust-Parchim
AWO Frauenhaus Nurdan-Eker Wiesbaden,2022-02,0.0,0.0,1.0,Hessen,Kreisfreie Stadt Wiesbaden
AWO Frauenhaus Schwalm-Eder,2022-02,0.10714285714285714,0.0,0.8928571428571429,Hessen,Landkreis Schwalm-Eder-Kreis
AWO Frauenschutzhaus Stralsund,2022-02,1.0,0.0,0.0,Mecklenburg-Vorpommern,Landkreis Vorpommern-Rügen
AWO-Frauenhaus,2022-02,0.0,0.0,1.0,Nordrhein-Westfalen,Kreis Kleve
AWO-Frauenhaus-Bottrop,2022-02,0.25,0.0,0.75,Nordrhein-Westfalen,Kreisfreie Stadt Bottrop
Autonomes Frauenhaus,2022-02,0.07142857142857142,0.0,0.9285714285714286,Hessen,Landkreis Waldeck-Frankenberg
Autonomes Frauenhaus,2022-02,0.10714285714285714,0.0,0.8928571428571429,Hessen,Landkreis Main-Kinzig-Kreis
Autonomes Frauenhaus Bielefeld,2022-02,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Bielefeld
Autonomes Frauenhaus Celle,2022-02,0.07142857142857142,0.0,0.9285714285714286,Niedersachsen,Landkreis Celle
