shelter_name,monthyear,Aufnahme möglich,keine Angabe,keine Aufnahme möglich,bundesland,kreis
Frauenschutz Weimarer Land,2022-03,0.0,0.0,1.0,Thüringen,Landkreis Weimarer Land
Frauenschutzhaus,2022-03,0.0,0.0,1.0,Mecklenburg-Vorpommern,Landkreis Rostock
Frauenschutzhaus Freiberg,2022-03,1.0,0.0,0.0,Sachsen,Landkreis Mittelsachsen
Frauenschutzhaus Helmstedt,2022-03,0.7096774193548387,0.0,0.2903225806451613,Niedersachsen,Landkreis Helmstedt
Frauenschutzzentrum,2022-03,0.0,0.0,1.0,Nordrhein-Westfalen,Kreis Minden-Lübbecke
Frauenzuflucht Kaiserslautern,2022-03,0.0,0.0,1.0,Rheinland-Pfalz,Kreisfreie Stadt Kaiserslautern
Haus für Frauen in Not,2022-03,0.45161290322580644,0.0,0.5483870967741935,Hessen,Landkreis Rheingau-Taunus-Kreis
Haus für Frauen in Not Wiesbaden,2022-03,0.06451612903225806,0.0,0.9354838709677419,Hessen,Kreisfreie Stadt Wiesbaden
Hilfe für Frauen in Not-Frauenhaus Bonn e.V.,2022-03,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Bonn
Internationales Frauenhaus,2022-03,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf
Jenaer Frauenhaus e.V.,2022-03,0.0,0.0,1.0,Thüringen,Kreisfreie Stadt Jena
KARO e.V.,2022-03,1.0,0.0,0.0,Sachsen,Landkreis Vogtlandkreis
Schutzhaus für Frauen und Kinder,2022-03,0.45161290322580644,0.0,0.5483870967741935,Nordrhein-Westfalen,Kreis Euskirchen
Städtisches Frauenhaus Stuttgart,2022-03,0.7741935483870968,0.0,0.22580645161290322,Baden-Württemberg,Stadtkreis Stuttgart
Wolfsburger Frauenhaus,2022-03,0.6451612903225806,0.0,0.3548387096774194,Niedersachsen,Kreisfreie Stadt Wolfsburg
1. Autonomes Frauenhaus,2022-04,1.0,0.0,0.0,Sachsen,Kreisfreie Stadt Leipzig
1. Frauenhaus Köln,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreisfreie Stadt Köln
2. Autonomes Frauenhaus Köln,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Köln
4. Frauen*- und Kinderschutzhaus Leipzig,2022-04,0.8666666666666667,0.0,0.13333333333333333,Sachsen,Kreisfreie Stadt Leipzig
AWO Frauen- und Kinderschutzhaus Bodenseekreis,2022-04,0.0,0.0,1.0,Baden-Württemberg,Kreis Bodenseekreis
AWO Frauenhaus &quotLotte Lemke&quot,2022-04,0.16666666666666666,0.0,0.8333333333333334,Hessen,Landkreis Hochtaunuskreis
AWO Frauenhaus Bielefeld,2022-04,0.1,0.0,0.9,Nordrhein-Westfalen,Kreisfreie Stadt Bielefeld
AWO Frauenhaus Iserlohn,2022-04,0.3333333333333333,0.0,0.6666666666666666,Nordrhein-Westfalen,Kreis Märkischer Kreis
AWO Frauenhaus Landshut,2022-04,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Landshut
AWO Frauenhaus Ludwigslust,2022-04,0.0,0.0,1.0,Mecklenburg-Vorpommern,Landkreis Ludwigslust-Parchim
AWO Frauenhaus Nurdan-Eker Wiesbaden,2022-04,0.0,0.0,1.0,Hessen,Kreisfreie Stadt Wiesbaden
AWO Frauenhaus Schwalm-Eder,2022-04,0.0,0.0,1.0,Hessen,Landkreis Schwalm-Eder-Kreis
AWO Frauenschutzhaus Stralsund,2022-04,0.23333333333333334,0.0,0.7666666666666667,Mecklenburg-Vorpommern,Landkreis Vorpommern-Rügen
AWO-Frauenhaus,2022-04,0.06666666666666667,0.0,0.9333333333333333,Nordrhein-Westfalen,Kreis Kleve
AWO-Frauenhaus-Bottrop,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Bottrop
Autonomes Frauenhaus,2022-04,0.0,0.0,1.0,Hessen,Landkreis Waldeck-Frankenberg
Autonomes Frauenhaus,2022-04,0.0,0.0,1.0,Hessen,Landkreis Main-Kinzig-Kreis
Autonomes Frauenhaus Bielefeld,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreisfreie Stadt Bielefeld
Autonomes Frauenhaus Celle,2022-04,0.3333333333333333,0.1,0.5666666666666667,Niedersachsen,Landkreis Celle
Autonomes Frauenhaus Dortmund,2022-04,0.1,0.0,0.9,Nordrhein-Westfalen,Kreisfreie Stadt Dortmund
Autonomes Frauenhaus Duisburg,2022-04,0.13333333333333333,0.0,0.8666666666666667,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg
Autonomes Frauenhaus Elmshorn,2022-04,0.03333333333333333,0.0,0.9666666666666667,Schleswig-Holstein,Kreis Pinneberg
Autonomes Frauenhaus Frankfurt,2022-04,0.3333333333333333,0.0,0.6666666666666666,Hessen,Kreisfreie Stadt Frankfurt am Main
Autonomes Frauenhaus Gießen,2022-04,0.13333333333333333,0.0,0.8666666666666667,Hessen,Landkreis Gießen
Autonomes Frauenhaus Heilbronn,2022-04,0.0,0.0,1.0,Baden-Württemberg,Stadtkreis Heilbronn
Autonomes Frauenhaus Itzehoe,2022-04,0.0,0.0,1.0,Schleswig-Holstein,Kreis Steinburg
Autonomes Frauenhaus Kempten (Allgäu),2022-04,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Kempten (Allgäu)
Autonomes Frauenhaus Kreis Plön,2022-04,0.0,0.0,1.0,Schleswig-Holstein,Kreis Plön
Autonomes Frauenhaus Leverkusen,2022-04,0.1,0.0,0.9,Nordrhein-Westfalen,Kreisfreie Stadt Leverkusen
Autonomes Frauenhaus Lübeck,2022-04,0.0,0.0,1.0,Schleswig-Holstein,Kreisfreie Stadt Lübeck
Autonomes Frauenhaus Marburg,2022-04,0.0,0.0,1.0,Hessen,Landkreis Marburg-Biedenkopf
Autonomes Frauenhaus Münster,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Münster
Autonomes Frauenhaus Neumünster,2022-04,0.06666666666666667,0.0,0.9333333333333333,Schleswig-Holstein,Kreisfreie Stadt Neumünster
Autonomes Frauenhaus Osnabrück,2022-04,0.06666666666666667,0.0,0.9333333333333333,Niedersachsen,Kreisfreie Stadt Osnabrück
Autonomes Frauenhaus Regensburg,2022-04,1.0,0.0,0.0,Bayern,Kreisfreie Stadt Regensburg
Autonomes Frauenhaus Rheydt,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreisfreie Stadt Mönchengladbach
Autonomes Frauenhaus Rostock,2022-04,0.0,0.0,1.0,Mecklenburg-Vorpommern,Landkreis Rostock
Autonomes Frauenhaus Stuttgart,2022-04,0.0,0.0,1.0,Baden-Württemberg,Stadtkreis Stuttgart
Autonomes Frauenhaus Trier,2022-04,0.13333333333333333,0.0,0.8666666666666667,Rheinland-Pfalz,Kreisfreie Stadt Trier
Autonomes Frauenhaus Tübingen,2022-04,0.16666666666666666,0.0,0.8333333333333334,Baden-Württemberg,Landkreis Tübingen
Autonomes Frauenhaus Wedel,2022-04,0.03333333333333333,0.0,0.9666666666666667,Schleswig-Holstein,Kreis Pinneberg
Caritas Frauenhaus Landshut,2022-04,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Landshut
DRk Frauenschutzhaus Burg,2022-04,0.16666666666666666,0.0,0.8333333333333334,Sachsen-Anhalt,Landkreis Jerichower Land
Frauen - und Kinderschutzhaus,2022-04,0.0,0.0,1.0,Hessen,Landkreis Darmstadt-Dieburg
Frauen - und Kinderschutzhaus Filder,2022-04,0.23333333333333334,0.0,0.7666666666666667,Baden-Württemberg,Landkreis Esslingen
Frauen helfen Frauen e.V.,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Wuppertal
Frauen helfen Frauen e.V.,2022-04,0.4666666666666667,0.0,0.5333333333333333,Bayern,Landkreis Bad Tölz-Wolfratshausen
Frauen helfen Frauen e.V. Dinslaken,2022-04,0.13333333333333333,0.0,0.8666666666666667,Nordrhein-Westfalen,Kreis Wesel
Frauen helfen Frauen e.V. Heidelberg,2022-04,0.3,0.0,0.7,Baden-Württemberg,Stadtkreis Heidelberg
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2022-04,0.03333333333333333,0.0,0.9666666666666667,Baden-Württemberg,Stadtkreis Baden-Baden
Frauen- und Kinderhaus Offenbach,2022-04,0.0,0.0,1.0,Hessen,Kreisfreie Stadt Offenbach am Main
Frauen- und Kinderschutzhaus,2022-04,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Regensburg
Frauen- und Kinderschutzhaus,2022-04,0.23333333333333334,0.0,0.7666666666666667,Nordrhein-Westfalen,Kreis Coesfeld
Frauen- und Kinderschutzhaus,2022-04,0.16666666666666666,0.0,0.8333333333333334,Nordrhein-Westfalen,Kreis Höxter
Frauen- und Kinderschutzhaus Aachen,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreis Städteregion Aachen
Frauen- und Kinderschutzhaus Ballenstedt,2022-04,0.9333333333333333,0.0,0.06666666666666667,Sachsen-Anhalt,Landkreis Harz
Frauen- und Kinderschutzhaus Dorsten,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreis Recklinghausen
Frauen- und Kinderschutzhaus Freiburg,2022-04,0.0,0.0,1.0,Baden-Württemberg,Stadtkreis Freiburg im Breisgau
Frauen- und Kinderschutzhaus Heckertstift,2022-04,0.23333333333333334,0.0,0.7666666666666667,Baden-Württemberg,Stadtkreis Mannheim
Frauen- und Kinderschutzhaus Heilbronn,2022-04,0.0,0.0,1.0,Baden-Württemberg,Stadtkreis Heilbronn
Frauen- und Kinderschutzhaus Krefeld,2022-04,0.1,0.0,0.9,Nordrhein-Westfalen,Kreisfreie Stadt Krefeld
Frauen- und Kinderschutzhaus Kreis Viersen,2022-04,0.06666666666666667,0.0,0.9333333333333333,Nordrhein-Westfalen,Kreis Viersen
Frauen- und Kinderschutzhaus Landkreis Leipzig,2022-04,0.0,0.0,1.0,Sachsen,Landkreis Leipzig
Frauen- und Kinderschutzhaus Merseburg,2022-04,0.0,0.0,1.0,Sachsen-Anhalt,Landkreis Saalekreis
Frauen- und Kinderschutzhaus Moers,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreis Wesel
Frauen- und Kinderschutzhaus Radolfzell,2022-04,0.0,0.6333333333333333,0.36666666666666664,Baden-Württemberg,Landkreis Konstanz
Frauen- und Kinderschutzhaus Sangerhausen,2022-04,1.0,0.0,0.0,Sachsen-Anhalt,Landkreis Mansfeld-Südharz
Frauen- und Kinderschutzhaus Troisdorf,2022-04,0.1,0.0,0.9,Nordrhein-Westfalen,Kreis Rhein-Sieg-Kreis
Frauen- und Kinderschutzhaus für den Kreis Mettmann,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreis Mettmann
Frauen- und Kinderschutzhaus im Hohenlohekreis,2022-04,0.16666666666666666,0.0,0.8333333333333334,Baden-Württemberg,Landkreis Hohenlohekreis
Frauen- und Kinderschutzhäuser Münster,2022-04,0.4,0.0,0.6,Nordrhein-Westfalen,Kreisfreie Stadt Münster
Frauen-und Kinderschutzhaus Aschersleben,2022-04,0.16666666666666666,0.0,0.8333333333333334,Sachsen-Anhalt,Landkreis Salzlandkreis
Frauen-und Kinderschutzhaus Schwäbisch Hall,2022-04,0.1,0.0,0.9,Baden-Württemberg,Landkreis Schwäbisch Hall
Frauen-und Kinderschutzhaus Tuttlingen,2022-04,0.0,0.0,1.0,Baden-Württemberg,Landkreis Tuttlingen
Frauenhaus,2022-04,0.1,0.0,0.9,Brandenburg,Landkreis Elbe-Elster
Frauenhaus,2022-04,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Bayreuth
Frauenhaus,2022-04,0.0,0.0,1.0,Baden-Württemberg,Stadtkreis Karlsruhe
Frauenhaus,2022-04,0.0,0.0,1.0,Niedersachsen,Landkreis Nienburg (Weser)
Frauenhaus,2022-04,0.0,0.0,1.0,Hessen,Landkreis Groß-Gerau
Frauenhaus Ahrweiler,2022-04,0.26666666666666666,0.0,0.7333333333333333,Rheinland-Pfalz,Landkreis Ahrweiler
Frauenhaus Alsdorf,2022-04,0.3,0.0,0.7,Nordrhein-Westfalen,Kreis Städteregion Aachen
Frauenhaus Arnsberg,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreis Hochsauerlandkreis
Frauenhaus Bad Hersfeld,2022-04,0.0,0.0,1.0,Hessen,Landkreis Hersfeld-Rotenburg
Frauenhaus Bad Kreuznach,2022-04,0.0,0.0,1.0,Rheinland-Pfalz,Landkreis Bad Kreuznach
Frauenhaus Bergisch Gladbach,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreis Rheinisch-Bergischer Kreis
Frauenhaus Bergstraße,2022-04,0.16666666666666666,0.0,0.8333333333333334,Hessen,Landkreis Bergstraße
Frauenhaus Bocholt,2022-04,0.16666666666666666,0.0,0.8333333333333334,Nordrhein-Westfalen,Kreis Borken
Frauenhaus Bochum,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Bochum
Frauenhaus Bonn - Frauen helfen Frauen e.V.,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreisfreie Stadt Bonn
Frauenhaus Coburg,2022-04,1.0,0.0,0.0,Bayern,Kreisfreie Stadt Coburg
Frauenhaus Darmstadt,2022-04,0.0,0.0,1.0,Hessen,Kreisfreie Stadt Darmstadt
Frauenhaus Datteln,2022-04,0.06666666666666667,0.0,0.9333333333333333,Nordrhein-Westfalen,Kreis Recklinghausen
Frauenhaus Donnersbergkreis,2022-04,0.0,0.0,1.0,Rheinland-Pfalz,Landkreis Donnersbergkreis
Frauenhaus Duisburg gGmbH,2022-04,0.23333333333333334,0.0,0.7666666666666667,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg
Frauenhaus Düsseldorf,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf
Frauenhaus EN,2022-04,0.06666666666666667,0.0,0.9333333333333333,Nordrhein-Westfalen,Kreis Ennepe-Ruhr-Kreis
Frauenhaus Erbach,2022-04,0.0,0.0,1.0,Hessen,Landkreis Odenwaldkreis
Frauenhaus Erding,2022-04,0.36666666666666664,0.0,0.6333333333333333,Bayern,Landkreis Erding
Frauenhaus Erfurt,2022-04,0.0,0.0,1.0,Thüringen,Kreisfreie Stadt Erfurt
Frauenhaus Espelkamp,2022-04,0.7333333333333333,0.0,0.26666666666666666,Nordrhein-Westfalen,Kreis Minden-Lübbecke
Frauenhaus Essen,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Essen
Frauenhaus Esslingen,2022-04,0.0,0.0,1.0,Baden-Württemberg,Landkreis Esslingen
Frauenhaus Flensburg,2022-04,0.0,0.0,1.0,Schleswig-Holstein,Kreisfreie Stadt Flensburg
Frauenhaus Frankenthal,2022-04,0.0,0.0,1.0,Rheinland-Pfalz,Kreisfreie Stadt Frankenthal (Pfalz)
Frauenhaus Frankfurt (Oder),2022-04,0.9333333333333333,0.0,0.06666666666666667,Brandenburg,Kreisfreie Stadt Frankfurt (Oder)
Frauenhaus Freudenstadt,2022-04,0.0,0.0,1.0,Baden-Württemberg,Landkreis Freudenstadt
Frauenhaus Fulda,2022-04,0.0,0.0,1.0,Hessen,Landkreis Fulda
Frauenhaus Fürth,2022-04,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Fürth
Frauenhaus Gelsenkirchen,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Gelsenkirchen
Frauenhaus Gotha,2022-04,1.0,0.0,0.0,Thüringen,Landkreis Gotha
Frauenhaus Gütersloh,2022-04,0.2,0.0,0.8,Nordrhein-Westfalen,Kreis Gütersloh
Frauenhaus Hameln e.V.,2022-04,0.5666666666666667,0.0,0.43333333333333335,Niedersachsen,Landkreis Hameln-Pyrmont
Frauenhaus Hamm,2022-04,0.06666666666666667,0.0,0.9333333333333333,Nordrhein-Westfalen,Kreisfreie Stadt Hamm
Frauenhaus Hanau,2022-04,0.06666666666666667,0.0,0.9333333333333333,Hessen,Landkreis Main-Kinzig-Kreis
Frauenhaus Hannover - Frauen helfen Frauen e.V.,2022-04,0.0,0.0,1.0,Niedersachsen,Landkreis Region Hannover
Frauenhaus Hartengrube,2022-04,0.0,0.0,1.0,Schleswig-Holstein,Kreisfreie Stadt Lübeck
Frauenhaus Herford,2022-04,0.23333333333333334,0.0,0.7666666666666667,Nordrhein-Westfalen,Kreis Herford
Frauenhaus Herne,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Herne
Frauenhaus Herten,2022-04,0.13333333333333333,0.0,0.8666666666666667,Nordrhein-Westfalen,Kreisfreie Stadt Gelsenkirchen
Frauenhaus Hildesheim e.V.,2022-04,0.9666666666666667,0.0,0.03333333333333333,Niedersachsen,Landkreis Hildesheim
Frauenhaus Hochfranken,2022-04,1.0,0.0,0.0,Bayern,Landkreis Wunsiedel i. Fichtelgebirge
Frauenhaus Idar-Oberstein,2022-04,0.0,0.0,1.0,Rheinland-Pfalz,Landkreis Birkenfeld
Frauenhaus Kassel,2022-04,0.0,0.0,1.0,Hessen,Kreisfreie Stadt Kassel
Frauenhaus Kiel,2022-04,0.0,0.0,1.0,Schleswig-Holstein,Kreisfreie Stadt Kiel
Frauenhaus Kirchheim,2022-04,0.0,0.0,1.0,Baden-Württemberg,Landkreis Esslingen
Frauenhaus Koblenz,2022-04,0.03333333333333333,0.0,0.9666666666666667,Rheinland-Pfalz,Kreisfreie Stadt Koblenz
Frauenhaus Landau,2022-04,0.16666666666666666,0.0,0.8333333333333334,Rheinland-Pfalz,Kreisfreie Stadt Landau in der Pfalz
Frauenhaus Lila Villa e.V.,2022-04,0.1,0.0,0.9,Rheinland-Pfalz,Landkreis Bad Dürkheim
Frauenhaus Lippe,2022-04,0.3333333333333333,0.0,0.6666666666666666,Nordrhein-Westfalen,Kreis Lippe
Frauenhaus Ludwigsburg,2022-04,0.13333333333333333,0.0,0.8666666666666667,Baden-Württemberg,Landkreis Ludwigsburg
Frauenhaus Ludwigshafen,2022-04,0.0,0.0,1.0,Rheinland-Pfalz,Kreisfreie Stadt Ludwigshafen am Rhein
Frauenhaus Mainz,2022-04,0.0,0.0,1.0,Rheinland-Pfalz,Kreisfreie Stadt Mainz
Frauenhaus Mayen-Koblenz,2022-04,0.36666666666666664,0.0,0.6333333333333333,Rheinland-Pfalz,Landkreis Mayen-Koblenz
Frauenhaus Mönchengladbach,2022-04,0.16666666666666666,0.0,0.8333333333333334,Nordrhein-Westfalen,Kreisfreie Stadt Mönchengladbach
Frauenhaus Neunkirchen,2022-04,0.23333333333333334,0.0,0.7666666666666667,Saarland,Landkreis Neunkirchen
Frauenhaus Neustadt,2022-04,0.1,0.0,0.9,Rheinland-Pfalz,Kreisfreie Stadt Neustadt an der Weinstraße
Frauenhaus Nürnberg,2022-04,0.5666666666666667,0.0,0.43333333333333335,Bayern,Kreisfreie Stadt Nürnberg
Frauenhaus Oberhausen,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Oberhausen
Frauenhaus Oberursel,2022-04,0.4,0.0,0.6,Hessen,Landkreis Hochtaunuskreis
Frauenhaus Olpe,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreis Olpe
Frauenhaus Ostholstein,2022-04,0.13333333333333333,0.0,0.8666666666666667,Schleswig-Holstein,Kreis Ostholstein
Frauenhaus Paderborn,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreis Paderborn
Frauenhaus Pinneberg,2022-04,0.0,0.0,1.0,Schleswig-Holstein,Kreis Pinneberg
Frauenhaus Pirmasens,2022-04,0.13333333333333333,0.0,0.8666666666666667,Rheinland-Pfalz,Kreisfreie Stadt Pirmasens
Frauenhaus Recklinghausen e.V.,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreis Recklinghausen
Frauenhaus Remscheid,2022-04,0.1,0.0,0.9,Nordrhein-Westfalen,Kreis Rheinisch-Bergischer Kreis
Frauenhaus Rendsburg gGmbH,2022-04,0.4666666666666667,0.0,0.5333333333333333,Schleswig-Holstein,Kreis Rendsburg-Eckernförde
Frauenhaus Rhein - Erftkreis e.V.,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreis Rhein-Erft-Kreis
Frauenhaus Rheine,2022-04,0.06666666666666667,0.0,0.9333333333333333,Nordrhein-Westfalen,Kreis Steinfurt
Frauenhaus Rodgau,2022-04,0.16666666666666666,0.0,0.8333333333333334,Hessen,Landkreis Offenbach
Frauenhaus Rosenheim/Traunstein,2022-04,1.0,0.0,0.0,Bayern,Kreisfreie Stadt Rosenheim
Frauenhaus Saarbrücken,2022-04,0.16666666666666666,0.0,0.8333333333333334,Saarland,Landkreis Regionalverband Saarbrücken
Frauenhaus Saarlouis,2022-04,0.23333333333333334,0.0,0.7666666666666667,Saarland,Landkreis Saarlouis
Frauenhaus Schwabach,2022-04,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Schwabach
Frauenhaus Schwarzenbek,2022-04,0.0,0.0,1.0,Schleswig-Holstein,Kreis Herzogtum Lauenburg
Frauenhaus Siegen,2022-04,0.16666666666666666,0.0,0.8333333333333334,Nordrhein-Westfalen,Kreis Siegen-Wittgenstein
Frauenhaus Singen,2022-04,0.0,0.0,1.0,Baden-Württemberg,Landkreis Konstanz
Frauenhaus SkF,2022-04,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Würzburg
Frauenhaus SkF Karlsruhe,2022-04,0.5666666666666667,0.0,0.43333333333333335,Baden-Württemberg,Stadtkreis Karlsruhe
Frauenhaus Soest,2022-04,0.36666666666666664,0.0,0.6333333333333333,Nordrhein-Westfalen,Kreis Soest
Frauenhaus Sondershausen,2022-04,0.5666666666666667,0.4,0.03333333333333333,Thüringen,Landkreis Kyffhäuserkreis
Frauenhaus Sozialdienst katholischer Frauen e.V.,2022-04,0.23333333333333334,0.0,0.7666666666666667,Hessen,Landkreis Gießen
Frauenhaus Speyer,2022-04,0.36666666666666664,0.0,0.6333333333333333,Rheinland-Pfalz,Kreisfreie Stadt Speyer
Frauenhaus Stormarn,2022-04,0.26666666666666666,0.0,0.7333333333333333,Schleswig-Holstein,Kreis Stormarn
Frauenhaus Telgte,2022-04,0.06666666666666667,0.0,0.9333333333333333,Nordrhein-Westfalen,Kreis Warendorf
Frauenhaus Unna,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreis Unna
Frauenhaus Warendorf,2022-04,0.06666666666666667,0.0,0.9333333333333333,Nordrhein-Westfalen,Kreis Warendorf
Frauenhaus Weiden,2022-04,0.6,0.0,0.4,Bayern,Kreisfreie Stadt Weiden i.d. OPf.
Frauenhaus Westerwald,2022-04,0.0,0.0,1.0,Rheinland-Pfalz,Landkreis Westerwaldkreis
Frauenhaus Wetterau,2022-04,0.0,0.0,1.0,Hessen,Landkreis Wetteraukreis
Frauenhaus Wetzlar e.V.,2022-04,0.03333333333333333,0.0,0.9666666666666667,Hessen,Landkreis Lahn-Dill-Kreis
Frauenhaus Worms,2022-04,0.1,0.0,0.9,Rheinland-Pfalz,Kreisfreie Stadt Worms
Frauenhaus Zollernalbkreis,2022-04,0.23333333333333334,0.0,0.7666666666666667,Baden-Württemberg,Landkreis Zollernalbkreis
Frauenhaus der Frauenhilfe München,2022-04,0.0,0.0,1.0,Bayern,Kreisfreie Stadt München
Frauenhaus des Caritasverbandes für Stadt und Landkreis Gifhorn,2022-04,1.0,0.0,0.0,Niedersachsen,Landkreis Gifhorn
Frauenhaus des Rhein-Sieg-Kreises,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreis Rhein-Sieg-Kreis
Frauenhaus e.V. Solingen,2022-04,0.13333333333333333,0.0,0.8666666666666667,Nordrhein-Westfalen,Kreis Mettmann
Frauenhaus für die Region Main-Rhön in Schweinfurt,2022-04,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Schweinfurt
Frauenhaus im Landkreis Kassel,2022-04,0.0,0.0,1.0,Hessen,Landkreis Kassel
Frauenhaus und Beratungsstelle,2022-04,0.0,0.0,1.0,Brandenburg,Landkreis Oder-Spree
"Frauenhaus, Beratungs- und Interventionsstelle Limburg",2022-04,0.1,0.0,0.9,Hessen,Landkreis Limburg-Weilburg
Frauenschutz Weimarer Land,2022-04,0.0,0.0,1.0,Thüringen,Landkreis Weimarer Land
Frauenschutzhaus,2022-04,1.0,0.0,0.0,Mecklenburg-Vorpommern,Landkreis Rostock
Frauenschutzhaus Freiberg,2022-04,1.0,0.0,0.0,Sachsen,Landkreis Mittelsachsen
Frauenschutzhaus Helmstedt,2022-04,0.9,0.0,0.1,Niedersachsen,Landkreis Helmstedt
Frauenschutzzentrum,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreis Minden-Lübbecke
Frauenzuflucht Kaiserslautern,2022-04,0.0,0.0,1.0,Rheinland-Pfalz,Kreisfreie Stadt Kaiserslautern
Haus für Frauen in Not,2022-04,0.1,0.0,0.9,Hessen,Landkreis Rheingau-Taunus-Kreis
Haus für Frauen in Not Wiesbaden,2022-04,0.06666666666666667,0.0,0.9333333333333333,Hessen,Kreisfreie Stadt Wiesbaden
Hilfe für Frauen in Not-Frauenhaus Bonn e.V.,2022-04,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Bonn
Internationales Frauenhaus,2022-04,0.06666666666666667,0.0,0.9333333333333333,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf
Jenaer Frauenhaus e.V.,2022-04,0.0,0.0,1.0,Thüringen,Kreisfreie Stadt Jena
KARO e.V.,2022-04,1.0,0.0,0.0,Sachsen,Landkreis Vogtlandkreis
Schutzhaus für Frauen und Kinder,2022-04,0.03333333333333333,0.0,0.9666666666666667,Nordrhein-Westfalen,Kreis Euskirchen
Städtisches Frauenhaus Stuttgart,2022-04,0.7,0.3,0.0,Baden-Württemberg,Stadtkreis Stuttgart
Wolfsburger Frauenhaus,2022-04,0.6333333333333333,0.0,0.36666666666666664,Niedersachsen,Kreisfreie Stadt Wolfsburg
1. Autonomes Frauenhaus,2022-05,1.0,0.0,0.0,Sachsen,Kreisfreie Stadt Leipzig
1. Frauenhaus Köln,2022-05,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Köln
2. Autonomes Frauenhaus Köln,2022-05,0.0,0.0,1.0,Nordrhein-Westfalen,Kreisfreie Stadt Köln
4. Frauen*- und Kinderschutzhaus Leipzig,2022-05,0.0,0.0,1.0,Sachsen,Kreisfreie Stadt Leipzig
AWO Frauen- und Kinderschutzhaus Bodenseekreis,2022-05,0.0,0.0,1.0,Baden-Württemberg,Kreis Bodenseekreis
AWO Frauenhaus &quotLotte Lemke&quot,2022-05,0.5483870967741935,0.0,0.45161290322580644,Hessen,Landkreis Hochtaunuskreis
AWO Frauenhaus Bielefeld,2022-05,0.03225806451612903,0.0,0.967741935483871,Nordrhein-Westfalen,Kreisfreie Stadt Bielefeld
AWO Frauenhaus Iserlohn,2022-05,0.12903225806451613,0.0,0.8709677419354839,Nordrhein-Westfalen,Kreis Märkischer Kreis
AWO Frauenhaus Landshut,2022-05,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Landshut
AWO Frauenhaus Ludwigslust,2022-05,0.967741935483871,0.0,0.03225806451612903,Mecklenburg-Vorpommern,Landkreis Ludwigslust-Parchim
